"","doc_id","negative","positive","neg_positive","neg_negative"
"6828","text6828",1,0,0,0
"6829","text6829",0,1,0,0
"6830","text6830",2,0,0,0
"6831","text6831",0,0,0,0
"6832","text6832",1,0,0,0
"6833","text6833",0,1,0,0
"6834","text6834",0,0,0,0
"6835","text6835",0,0,0,0
"6836","text6836",2,1,0,0
"6837","text6837",0,1,0,0
"6838","text6838",0,0,0,0
"6839","text6839",0,0,0,0
"6840","text6840",0,0,0,0
"6841","text6841",1,0,0,0
"6842","text6842",1,1,0,0
"6843","text6843",0,0,0,0
"6844","text6844",0,1,0,0
"6845","text6845",0,1,0,0
"6846","text6846",0,1,0,0
"6847","text6847",1,1,0,0
"6848","text6848",0,1,0,0
"6849","text6849",0,1,0,0
"6850","text6850",0,1,0,0
"6851","text6851",0,0,0,0
"6852","text6852",1,0,0,0
"6853","text6853",1,0,0,0
"6854","text6854",0,0,0,0
"6855","text6855",0,1,0,0
"6856","text6856",3,0,0,0
"6857","text6857",0,0,0,0
"6858","text6858",1,1,0,0
"6859","text6859",0,0,0,0
"6860","text6860",0,0,0,0
"6861","text6861",0,1,0,0
"6862","text6862",1,0,0,0
"6863","text6863",0,1,0,0
"6864","text6864",0,0,0,0
"6865","text6865",0,1,0,0
"6866","text6866",1,0,0,0
"6867","text6867",0,0,0,0
"6868","text6868",0,0,0,0
"6869","text6869",2,0,0,0
"6870","text6870",1,0,0,0
"6871","text6871",1,0,0,0
"6872","text6872",1,1,0,0
"6873","text6873",2,0,0,0
"6874","text6874",1,0,0,0
"6875","text6875",0,0,0,0
"6876","text6876",0,0,0,0
"6877","text6877",0,0,0,0
"6878","text6878",1,0,0,0
"6879","text6879",2,1,0,0
"6880","text6880",2,0,0,0
"6881","text6881",1,0,0,0
"6882","text6882",0,0,0,0
"6883","text6883",3,0,0,0
"6884","text6884",2,0,0,0
"6885","text6885",0,1,0,0
"6886","text6886",0,1,0,0
"6887","text6887",3,0,0,0
"6888","text6888",0,0,0,0
"6889","text6889",2,0,0,0
"6890","text6890",2,1,0,0
"6891","text6891",1,0,0,0
"6892","text6892",0,1,0,0
"6893","text6893",0,0,0,0
"6894","text6894",0,1,0,0
"6895","text6895",0,0,0,0
"6896","text6896",0,0,0,0
"6897","text6897",1,0,0,0
"6898","text6898",0,1,0,0
"6899","text6899",0,0,0,0
"6900","text6900",0,1,0,0
"6901","text6901",2,0,0,0
"6902","text6902",1,0,0,0
"6903","text6903",1,1,0,0
"6904","text6904",0,0,0,0
"6905","text6905",1,0,0,0
"6906","text6906",0,0,0,0
"6907","text6907",1,0,0,0
"6908","text6908",1,0,0,0
"6909","text6909",0,0,0,0
"6910","text6910",2,0,0,0
"6911","text6911",1,1,0,0
"6912","text6912",1,0,0,0
"6913","text6913",0,0,0,0
"6914","text6914",1,0,0,0
"6915","text6915",0,1,0,0
"6916","text6916",0,1,0,0
"6917","text6917",1,0,0,0
"6918","text6918",0,0,0,0
"6919","text6919",0,0,0,0
"6920","text6920",1,0,0,0
"6921","text6921",1,1,0,0
"6922","text6922",0,0,0,0
"6923","text6923",2,0,0,0
"6924","text6924",0,0,0,0
"6925","text6925",0,0,0,0
"6926","text6926",0,1,0,0
"6927","text6927",0,1,0,0
"6928","text6928",0,0,0,0
"6929","text6929",1,0,0,0
"6930","text6930",0,1,0,0
"6931","text6931",0,2,0,0
"6932","text6932",1,0,0,0
"6933","text6933",0,0,0,0
"6934","text6934",1,0,0,0
"6935","text6935",0,0,0,0
"6936","text6936",0,1,0,0
"6937","text6937",2,0,0,0
"6938","text6938",2,1,0,0
"6939","text6939",1,0,0,0
"6940","text6940",2,0,0,0
"6941","text6941",0,0,0,0
"6942","text6942",3,0,0,0
"6943","text6943",1,0,0,0
"6944","text6944",0,0,0,0
"6945","text6945",1,2,0,0
"6946","text6946",0,0,0,0
"6947","text6947",1,0,0,0
"6948","text6948",1,2,0,0
"6949","text6949",0,1,0,0
"6950","text6950",0,0,0,0
"6951","text6951",1,0,0,0
"6952","text6952",1,0,0,0
"6953","text6953",1,0,0,0
"6954","text6954",1,0,0,0
"6955","text6955",1,1,0,0
"6956","text6956",1,0,0,0
"6957","text6957",0,1,0,0
"6958","text6958",0,0,0,0
"6959","text6959",1,1,0,0
"6960","text6960",0,0,0,0
"6961","text6961",1,0,0,0
"6962","text6962",0,1,0,0
"6963","text6963",0,0,0,0
"6964","text6964",0,0,0,0
"6965","text6965",0,0,0,0
"6966","text6966",1,0,0,0
"6967","text6967",0,1,0,0
"6968","text6968",0,0,0,0
"6969","text6969",0,0,0,0
"6970","text6970",1,0,0,0
"6971","text6971",1,1,0,0
"6972","text6972",0,0,0,0
"6973","text6973",0,1,0,0
"6974","text6974",1,1,0,0
"6975","text6975",0,0,0,0
"6976","text6976",0,0,0,0
"6977","text6977",2,0,0,0
"6978","text6978",1,1,0,0
"6979","text6979",0,0,0,0
"6980","text6980",1,0,0,0
"6981","text6981",2,0,0,0
"6982","text6982",2,0,0,0
"6983","text6983",0,0,0,0
"6984","text6984",0,0,0,0
"6985","text6985",1,0,0,0
"6986","text6986",1,0,0,0
"6987","text6987",2,0,0,0
"6988","text6988",0,0,0,0
"6989","text6989",2,0,0,0
"6990","text6990",0,1,0,0
"6991","text6991",0,0,0,0
"6992","text6992",0,0,0,0
"6993","text6993",0,0,0,0
"6994","text6994",2,1,0,0
"6995","text6995",0,0,0,0
"6996","text6996",1,0,0,0
"6997","text6997",0,1,0,0
"6998","text6998",2,1,0,0
"6999","text6999",1,0,0,0
"7000","text7000",1,0,0,0
"7001","text7001",0,1,0,0
"7002","text7002",0,1,0,0
"7003","text7003",2,0,0,0
"7004","text7004",0,0,0,0
"7005","text7005",1,2,0,0
"7006","text7006",1,2,0,0
"7007","text7007",0,0,0,0
"7008","text7008",0,0,0,0
"7009","text7009",0,1,0,0
"7010","text7010",0,1,0,0
"7011","text7011",1,0,0,0
"7012","text7012",1,0,0,0
"7013","text7013",2,0,0,0
"7014","text7014",0,0,0,0
"7015","text7015",0,0,0,0
"7016","text7016",1,2,0,0
"7017","text7017",0,0,0,0
"7018","text7018",3,0,0,0
"7019","text7019",1,0,0,0
"7020","text7020",0,1,0,0
"7021","text7021",0,0,0,0
"7022","text7022",0,1,0,0
"7023","text7023",0,1,0,0
"7024","text7024",1,0,0,0
"7025","text7025",2,1,0,0
"7026","text7026",1,1,0,0
"7027","text7027",2,0,0,0
"7028","text7028",0,2,1,0
"7029","text7029",1,0,0,0
"7030","text7030",0,0,0,0
"7031","text7031",1,0,0,0
"7032","text7032",1,1,0,0
"7033","text7033",0,0,0,0
"7034","text7034",1,0,0,0
"7035","text7035",0,0,0,0
"7036","text7036",1,0,0,0
"7037","text7037",0,0,0,0
"7038","text7038",0,0,0,0
"7039","text7039",0,0,0,0
"7040","text7040",0,1,0,0
"7041","text7041",0,0,0,0
"7042","text7042",2,1,0,0
"7043","text7043",0,1,0,0
"7044","text7044",0,1,0,0
"7045","text7045",0,1,0,0
"7046","text7046",0,0,0,0
"7047","text7047",1,0,0,0
"7048","text7048",2,1,0,0
"7049","text7049",0,1,0,0
"7050","text7050",0,0,0,0
"7051","text7051",1,2,0,0
"7052","text7052",0,1,0,0
"7053","text7053",0,0,0,0
"7054","text7054",1,0,0,0
"7055","text7055",0,0,0,0
"7056","text7056",0,0,0,0
"7057","text7057",2,0,0,0
"7058","text7058",2,0,0,0
"7059","text7059",0,0,0,0
"7060","text7060",1,0,0,0
"7061","text7061",0,0,0,0
"7062","text7062",0,0,0,0
"7063","text7063",1,0,0,0
"7064","text7064",1,0,0,0
"7065","text7065",0,0,0,0
"7066","text7066",1,2,0,0
"7067","text7067",2,0,0,0
"7068","text7068",1,0,0,0
"7069","text7069",2,0,0,0
"7070","text7070",0,0,0,0
"7071","text7071",1,0,0,0
"7072","text7072",0,0,0,0
"7073","text7073",0,0,0,0
"7074","text7074",1,2,0,0
"7075","text7075",2,0,0,0
"7076","text7076",0,1,0,0
"7077","text7077",1,2,0,0
"7078","text7078",1,0,0,0
"7079","text7079",0,0,0,0
"7080","text7080",1,0,0,0
"7081","text7081",0,1,0,0
"7082","text7082",0,1,0,0
"7083","text7083",0,1,0,0
"7084","text7084",0,1,0,0
"7085","text7085",1,0,0,0
"7086","text7086",0,1,0,0
"7087","text7087",0,0,0,0
"7088","text7088",1,0,0,0
"7089","text7089",0,0,0,0
"7090","text7090",0,2,0,0
"7091","text7091",0,0,0,0
"7092","text7092",3,0,0,0
"7093","text7093",0,0,0,0
"7094","text7094",0,0,0,0
"7095","text7095",0,0,0,0
"7096","text7096",1,0,0,0
"7097","text7097",2,0,0,0
"7098","text7098",1,0,0,0
"7099","text7099",1,0,0,0
"7100","text7100",0,0,0,0
"7101","text7101",2,0,0,0
"7102","text7102",0,0,0,0
"7103","text7103",1,1,0,0
"7104","text7104",0,0,0,0
"7105","text7105",2,0,0,0
"7106","text7106",0,1,0,0
"7107","text7107",0,1,0,0
"7108","text7108",1,0,0,0
"7109","text7109",0,0,0,0
"7110","text7110",1,0,0,0
"7111","text7111",0,1,0,0
"7112","text7112",1,1,0,0
"7113","text7113",0,0,0,0
"7114","text7114",0,1,0,0
"7115","text7115",0,0,0,0
"7116","text7116",0,0,0,0
"7117","text7117",0,0,0,0
"7118","text7118",0,1,0,0
"7119","text7119",0,0,0,0
"7120","text7120",1,1,0,0
"7121","text7121",0,0,0,0
"7122","text7122",3,0,0,0
"7123","text7123",0,0,0,0
"7124","text7124",1,0,0,0
"7125","text7125",3,0,0,0
"7126","text7126",1,0,0,0
"7127","text7127",1,0,0,0
"7128","text7128",1,0,0,0
"7129","text7129",0,1,0,0
"7130","text7130",0,0,0,0
"7131","text7131",1,1,0,0
"7132","text7132",1,0,0,0
"7133","text7133",0,1,0,0
"7134","text7134",1,0,0,0
"7135","text7135",0,0,0,0
"7136","text7136",1,0,0,0
"7137","text7137",1,0,0,0
"7138","text7138",1,0,0,0
"7139","text7139",1,0,0,0
"7140","text7140",0,0,0,0
"7141","text7141",1,0,0,0
"7142","text7142",0,1,0,0
"7143","text7143",1,0,0,0
"7144","text7144",1,0,0,0
"7145","text7145",0,3,0,0
"7146","text7146",1,0,0,0
"7147","text7147",3,1,0,0
"7148","text7148",0,0,0,0
"7149","text7149",1,1,0,0
"7150","text7150",1,0,0,0
"7151","text7151",2,0,0,0
"7152","text7152",0,1,0,0
"7153","text7153",0,1,0,0
"7154","text7154",0,2,0,0
"7155","text7155",1,0,0,0
"7156","text7156",0,1,0,0
"7157","text7157",3,2,0,0
"7158","text7158",0,0,0,0
"7159","text7159",0,0,0,0
"7160","text7160",2,1,0,0
"7161","text7161",0,0,0,0
"7162","text7162",0,1,0,0
"7163","text7163",0,1,0,0
"7164","text7164",0,0,0,0
"7165","text7165",0,0,0,0
"7166","text7166",1,2,0,0
"7167","text7167",1,1,0,0
"7168","text7168",1,0,0,0
"7169","text7169",0,0,0,0
"7170","text7170",0,0,0,0
"7171","text7171",0,0,0,0
"7172","text7172",0,1,0,0
"7173","text7173",0,0,0,0
"7174","text7174",0,0,0,0
"7175","text7175",0,2,0,0
"7176","text7176",1,1,0,0
"7177","text7177",0,0,0,0
"7178","text7178",1,0,0,0
"7179","text7179",1,0,0,0
"7180","text7180",1,0,0,0
"7181","text7181",0,1,0,0
"7182","text7182",0,0,0,0
"7183","text7183",1,0,0,0
"7184","text7184",0,0,0,0
"7185","text7185",0,0,0,0
"7186","text7186",1,1,0,0
"7187","text7187",2,0,0,0
"7188","text7188",0,0,0,0
"7189","text7189",1,0,0,0
"7190","text7190",0,0,0,0
"7191","text7191",0,1,0,0
"7192","text7192",0,1,0,0
"7193","text7193",1,0,0,0
"7194","text7194",1,1,0,0
"7195","text7195",0,0,0,0
"7196","text7196",1,0,0,0
"7197","text7197",0,0,0,0
"7198","text7198",1,1,0,1
"7199","text7199",1,0,0,0
"7200","text7200",1,1,0,0
"7201","text7201",0,0,0,0
"7202","text7202",0,0,0,0
"7203","text7203",2,0,0,0
"7204","text7204",1,1,0,0
"7205","text7205",3,0,0,0
"7206","text7206",1,0,0,0
"7207","text7207",0,1,0,0
"7208","text7208",0,0,0,0
"7209","text7209",1,0,0,0
"7210","text7210",0,0,0,0
"7211","text7211",1,0,0,0
"7212","text7212",0,0,0,0
"7213","text7213",1,0,0,0
"7214","text7214",1,0,0,0
"7215","text7215",1,0,0,0
"7216","text7216",0,0,0,0
"7217","text7217",1,1,0,0
"7218","text7218",0,1,0,0
"7219","text7219",0,0,0,0
"7220","text7220",0,0,0,0
"7221","text7221",0,0,0,0
"7222","text7222",0,1,0,0
"7223","text7223",0,1,0,0
"7224","text7224",0,2,0,0
"7225","text7225",3,0,0,0
"7226","text7226",0,2,0,0
"7227","text7227",0,3,0,0
"7228","text7228",0,0,0,0
"7229","text7229",0,0,0,0
"7230","text7230",0,1,0,0
"7231","text7231",0,1,0,0
"7232","text7232",0,0,0,0
"7233","text7233",1,2,0,0
"7234","text7234",1,0,0,0
"7235","text7235",0,2,0,0
"7236","text7236",0,0,0,0
"7237","text7237",0,1,0,0
"7238","text7238",0,0,0,0
"7239","text7239",0,0,0,0
"7240","text7240",0,0,0,0
"7241","text7241",0,0,0,0
"7242","text7242",0,1,0,0
"7243","text7243",0,2,0,0
"7244","text7244",1,1,0,0
"7245","text7245",0,0,0,0
"7246","text7246",1,1,0,0
"7247","text7247",0,0,0,0
"7248","text7248",0,2,0,0
"7249","text7249",0,1,0,0
"7250","text7250",0,0,0,0
"7251","text7251",0,0,0,0
"7252","text7252",0,0,0,0
"7253","text7253",0,0,0,0
"7254","text7254",0,0,0,0
"7255","text7255",0,1,0,0
"7256","text7256",1,0,0,0
"7257","text7257",0,0,0,0
"7258","text7258",0,0,0,0
"7259","text7259",0,1,0,0
"7260","text7260",0,1,0,0
"7261","text7261",0,1,0,0
"7262","text7262",0,0,0,0
"7263","text7263",0,0,0,0
"7264","text7264",1,1,0,0
"7265","text7265",0,0,0,0
"7266","text7266",0,2,0,0
"7267","text7267",2,2,0,0
"7268","text7268",1,1,0,0
"7269","text7269",0,0,0,0
"7270","text7270",0,0,0,0
"7271","text7271",0,3,0,0
"7272","text7272",0,1,0,0
"7273","text7273",0,2,0,0
"7274","text7274",0,1,0,0
"7275","text7275",0,0,0,0
"7276","text7276",0,0,0,0
"7277","text7277",0,1,0,0
"7278","text7278",0,2,0,0
"7279","text7279",1,1,0,0
"7280","text7280",0,1,0,0
"7281","text7281",0,1,0,0
"7282","text7282",0,1,0,0
"7283","text7283",2,0,0,0
"7284","text7284",0,2,0,0
"7285","text7285",0,1,0,0
"7286","text7286",1,3,0,0
"7287","text7287",0,0,0,0
"7288","text7288",1,0,0,0
"7289","text7289",0,2,0,0
"7290","text7290",0,0,0,0
"7291","text7291",0,1,0,0
"7292","text7292",1,0,0,0
"7293","text7293",0,0,0,0
"7294","text7294",0,0,0,0
"7295","text7295",0,0,0,0
"7296","text7296",0,1,0,0
"7297","text7297",0,2,0,0
"7298","text7298",0,1,0,0
"7299","text7299",0,0,0,0
"7300","text7300",1,0,0,0
"7301","text7301",1,0,0,0
"7302","text7302",0,2,0,0
"7303","text7303",0,2,0,0
"7304","text7304",0,2,0,0
"7305","text7305",0,1,0,0
"7306","text7306",0,0,0,0
"7307","text7307",0,1,0,0
"7308","text7308",0,3,0,0
"7309","text7309",0,0,0,0
"7310","text7310",0,1,0,0
"7311","text7311",0,0,0,0
"7312","text7312",0,0,0,0
"7313","text7313",0,0,0,0
"7314","text7314",0,0,0,0
"7315","text7315",0,1,0,0
"7316","text7316",0,0,0,0
"7317","text7317",0,1,0,0
"7318","text7318",0,0,0,0
"7319","text7319",0,3,0,0
"7320","text7320",0,0,0,0
"7321","text7321",0,2,0,0
"7322","text7322",1,0,0,0
"7323","text7323",0,1,0,0
"7324","text7324",0,2,0,0
"7325","text7325",0,1,0,0
"7326","text7326",0,2,0,0
"7327","text7327",1,0,0,0
"7328","text7328",0,0,0,0
"7329","text7329",1,0,0,0
"7330","text7330",0,1,0,0
"7331","text7331",0,0,0,0
"7332","text7332",0,1,0,0
"7333","text7333",0,0,0,0
"7334","text7334",0,0,0,0
"7335","text7335",0,2,0,0
"7336","text7336",0,0,0,0
"7337","text7337",1,1,0,0
"7338","text7338",0,1,0,0
"7339","text7339",0,3,0,0
"7340","text7340",0,1,0,0
"7341","text7341",0,1,0,0
"7342","text7342",0,0,0,0
"7343","text7343",0,0,0,0
"7344","text7344",0,0,0,0
"7345","text7345",0,0,0,0
"7346","text7346",0,2,0,0
"7347","text7347",0,2,0,0
"7348","text7348",0,1,0,0
"7349","text7349",0,0,0,0
"7350","text7350",0,0,0,0
"7351","text7351",0,1,0,0
"7352","text7352",0,3,0,0
"7353","text7353",0,0,0,0
"7354","text7354",0,0,0,0
"7355","text7355",0,0,0,0
"7356","text7356",0,0,0,0
"7357","text7357",0,0,0,0
"7358","text7358",0,0,0,0
"7359","text7359",0,0,0,0
"7360","text7360",0,1,0,0
"7361","text7361",0,0,0,0
"7362","text7362",0,0,0,0
"7363","text7363",0,0,0,0
"7364","text7364",0,0,0,0
"7365","text7365",0,0,0,0
"7366","text7366",0,0,0,0
"7367","text7367",0,0,0,0
"7368","text7368",0,2,0,0
"7369","text7369",0,0,0,0
"7370","text7370",0,0,0,0
"7371","text7371",0,0,0,0
"7372","text7372",0,0,0,0
"7373","text7373",0,0,0,0
"7374","text7374",1,1,0,0
"7375","text7375",0,0,0,0
"7376","text7376",0,1,0,0
"7377","text7377",0,1,0,0
"7378","text7378",0,1,0,0
"7379","text7379",0,0,0,0
"7380","text7380",2,1,0,0
"7381","text7381",0,0,0,0
"7382","text7382",1,1,0,0
"7383","text7383",0,1,0,0
"7384","text7384",0,0,0,0
"7385","text7385",0,2,0,0
"7386","text7386",0,0,0,0
"7387","text7387",0,0,0,0
"7388","text7388",0,1,0,0
"7389","text7389",0,0,0,0
"7390","text7390",0,1,0,0
"7391","text7391",0,0,0,0
"7392","text7392",0,0,0,0
"7393","text7393",0,0,0,0
"7394","text7394",0,0,0,0
"7395","text7395",0,0,0,0
"7396","text7396",0,0,0,0
"7397","text7397",0,0,0,0
"7398","text7398",0,0,0,0
"7399","text7399",0,1,0,0
"7400","text7400",0,0,0,0
"7401","text7401",0,0,0,0
"7402","text7402",2,0,0,0
"7403","text7403",0,0,0,0
"7404","text7404",0,0,0,0
"7405","text7405",0,0,0,0
"7406","text7406",0,0,0,0
"7407","text7407",0,1,0,0
"7408","text7408",0,0,0,0
"7409","text7409",1,0,0,0
"7410","text7410",0,3,0,0
"7411","text7411",0,1,0,0
"7412","text7412",1,2,0,0
"7413","text7413",1,2,0,0
"7414","text7414",0,1,0,0
"7415","text7415",0,1,0,0
"7416","text7416",0,1,0,0
"7417","text7417",0,0,0,0
"7418","text7418",0,2,0,0
"7419","text7419",0,1,0,0
"7420","text7420",1,0,0,0
"7421","text7421",0,0,0,0
"7422","text7422",0,0,0,0
"7423","text7423",0,2,0,0
"7424","text7424",0,1,0,0
"7425","text7425",0,0,0,0
"7426","text7426",0,2,0,0
"7427","text7427",0,0,0,0
"7428","text7428",0,0,0,0
"7429","text7429",1,1,0,0
"7430","text7430",0,0,0,0
"7431","text7431",0,0,0,0
"7432","text7432",0,1,0,0
"7433","text7433",0,2,0,0
"7434","text7434",0,0,0,0
"7435","text7435",0,0,0,0
"7436","text7436",0,0,0,0
"7437","text7437",0,1,0,0
"7438","text7438",0,0,0,0
"7439","text7439",0,0,0,0
"7440","text7440",0,0,0,0
"7441","text7441",0,0,0,0
"7442","text7442",0,0,0,0
"7443","text7443",0,4,0,0
"7444","text7444",0,1,0,0
"7445","text7445",0,2,0,0
"7446","text7446",0,1,0,0
"7447","text7447",0,0,0,0
"7448","text7448",0,0,0,0
"7449","text7449",0,4,0,0
"7450","text7450",0,2,0,0
"7451","text7451",1,0,0,0
"7452","text7452",0,1,0,0
"7453","text7453",0,3,0,0
"7454","text7454",0,0,0,0
"7455","text7455",0,0,0,0
"7456","text7456",0,1,0,0
"7457","text7457",0,0,0,0
"7458","text7458",0,0,0,0
"7459","text7459",0,2,0,0
"7460","text7460",0,1,0,0
"7461","text7461",0,0,0,0
"7462","text7462",0,0,0,0
"7463","text7463",0,0,0,0
"7464","text7464",0,3,0,0
"7465","text7465",0,0,0,0
"7466","text7466",0,0,0,0
"7467","text7467",0,0,0,0
"7468","text7468",0,0,0,0
"7469","text7469",0,1,0,0
"7470","text7470",0,0,0,0
"7471","text7471",0,0,0,0
"7472","text7472",1,0,0,0
"7473","text7473",0,0,0,0
"7474","text7474",0,0,0,0
"7475","text7475",0,0,0,0
"7476","text7476",0,0,0,0
"7477","text7477",0,0,0,0
"7478","text7478",0,1,0,0
"7479","text7479",0,1,0,0
"7480","text7480",0,0,0,0
"7481","text7481",1,0,0,0
"7482","text7482",0,1,0,0
"7483","text7483",0,0,0,0
"7484","text7484",0,0,0,0
"7485","text7485",0,0,0,0
"7486","text7486",1,0,0,0
"7487","text7487",1,4,0,0
"7488","text7488",2,0,0,0
"7489","text7489",0,0,0,0
"7490","text7490",0,1,0,0
"7491","text7491",0,0,0,0
"7492","text7492",0,2,0,0
"7493","text7493",1,2,0,0
"7494","text7494",0,0,0,0
"7495","text7495",0,0,0,0
"7496","text7496",1,0,0,0
"7497","text7497",0,1,0,0
"7498","text7498",0,1,0,0
"7499","text7499",1,4,0,0
"7500","text7500",0,0,0,0
"7501","text7501",0,4,0,0
"7502","text7502",0,0,0,0
"7503","text7503",0,0,0,0
"7504","text7504",1,2,0,0
"7505","text7505",0,2,0,0
"7506","text7506",0,1,0,0
"7507","text7507",0,0,0,0
"7508","text7508",0,1,0,0
"7509","text7509",2,0,0,0
"7510","text7510",0,0,0,0
"7511","text7511",0,4,0,0
"7512","text7512",1,1,0,1
"7513","text7513",0,0,0,0
"7514","text7514",0,0,0,0
"7515","text7515",0,1,0,0
"7516","text7516",0,0,0,0
"7517","text7517",2,1,0,0
"7518","text7518",0,1,0,0
"7519","text7519",0,2,0,0
"7520","text7520",1,0,0,0
"7521","text7521",0,0,0,0
"7522","text7522",0,0,0,0
"7523","text7523",0,1,0,0
"7524","text7524",0,1,0,0
"7525","text7525",0,1,0,0
"7526","text7526",0,0,0,0
"7527","text7527",0,0,0,0
"7528","text7528",0,0,0,0
"7529","text7529",0,0,0,0
"7530","text7530",0,1,0,0
"7531","text7531",0,1,0,0
"7532","text7532",0,0,0,0
"7533","text7533",1,1,0,0
"7534","text7534",0,0,0,0
"7535","text7535",1,0,0,0
"7536","text7536",0,0,0,0
"7537","text7537",0,0,0,0
"7538","text7538",0,0,0,0
"7539","text7539",0,0,0,0
"7540","text7540",0,0,0,0
"7541","text7541",0,0,0,0
"7542","text7542",0,1,0,0
"7543","text7543",0,0,0,0
"7544","text7544",0,1,0,0
"7545","text7545",0,1,0,0
"7546","text7546",0,0,0,0
"7547","text7547",0,0,0,0
"7548","text7548",0,0,0,0
"7549","text7549",0,0,0,0
"7550","text7550",0,0,0,0
"7551","text7551",0,1,0,0
"7552","text7552",0,0,0,0
"7553","text7553",2,0,0,0
"7554","text7554",0,0,0,0
"7555","text7555",0,1,0,0
"7556","text7556",0,1,0,0
"7557","text7557",0,0,0,0
"7558","text7558",0,1,0,0
"7559","text7559",0,0,0,0
"7560","text7560",0,0,0,0
"7561","text7561",0,3,0,0
"7562","text7562",0,0,0,0
"7563","text7563",0,1,0,0
"7564","text7564",0,1,0,0
"7565","text7565",0,1,0,0
"7566","text7566",1,1,0,0
"7567","text7567",0,0,0,0
"7568","text7568",0,0,0,0
"7569","text7569",0,1,0,0
"7570","text7570",1,0,0,0
"7571","text7571",0,0,0,0
"7572","text7572",0,1,0,0
"7573","text7573",0,1,0,0
"7574","text7574",0,0,0,0
"7575","text7575",1,1,0,0
"7576","text7576",0,0,0,0
"7577","text7577",0,1,0,0
"7578","text7578",1,0,0,0
"7579","text7579",2,1,0,0
"7580","text7580",0,1,0,0
"7581","text7581",0,0,0,0
"7582","text7582",0,1,0,0
"7583","text7583",0,1,0,0
"7584","text7584",0,0,0,0
"7585","text7585",0,0,0,0
"7586","text7586",0,0,0,0
"7587","text7587",1,0,0,0
"7588","text7588",2,0,0,0
"7589","text7589",0,0,0,0
"7590","text7590",0,0,0,0
"7591","text7591",0,0,0,0
"7592","text7592",0,0,0,0
"7593","text7593",1,0,0,0
"7594","text7594",0,0,0,0
"7595","text7595",0,0,0,0
"7596","text7596",0,1,0,0
"7597","text7597",0,2,0,0
"7598","text7598",0,0,0,0
"7599","text7599",0,1,0,0
"7600","text7600",0,1,0,0
"7601","text7601",0,0,0,0
"7602","text7602",0,0,0,0
"7603","text7603",0,0,0,0
"7604","text7604",0,1,0,0
"7605","text7605",0,1,0,0
"7606","text7606",0,0,0,0
"7607","text7607",0,0,0,0
"7608","text7608",0,1,0,0
"7609","text7609",0,1,0,0
"7610","text7610",0,2,0,0
"7611","text7611",0,0,0,0
"7612","text7612",0,0,0,0
"7613","text7613",1,0,0,0
"7614","text7614",0,1,0,0
"7615","text7615",0,0,0,0
"7616","text7616",0,0,0,0
"7617","text7617",0,0,0,0
"7618","text7618",0,2,0,0
"7619","text7619",0,0,0,0
"7620","text7620",0,0,0,0
"7621","text7621",0,1,0,0
"7622","text7622",0,1,0,0
"7623","text7623",0,3,0,0
"7624","text7624",0,1,0,0
"7625","text7625",0,0,0,0
"7626","text7626",0,0,0,0
"7627","text7627",0,0,0,0
"7628","text7628",0,1,0,0
"7629","text7629",0,1,0,0
"7630","text7630",0,0,0,0
"7631","text7631",0,3,0,0
"7632","text7632",0,0,0,0
"7633","text7633",0,0,0,0
"7634","text7634",1,2,0,0
"7635","text7635",0,0,0,0
"7636","text7636",1,0,0,0
"7637","text7637",0,0,0,0
"7638","text7638",0,0,0,0
"7639","text7639",0,0,0,0
"7640","text7640",0,1,0,0
"7641","text7641",0,1,0,0
"7642","text7642",0,0,0,0
"7643","text7643",0,0,0,0
"7644","text7644",0,0,0,0
"7645","text7645",0,0,0,0
"7646","text7646",0,0,0,0
"7647","text7647",0,0,0,0
"7648","text7648",0,0,0,0
"7649","text7649",0,1,0,0
"7650","text7650",0,0,0,0
"7651","text7651",0,2,0,0
"7652","text7652",0,0,0,0
"7653","text7653",0,2,0,0
"7654","text7654",0,0,0,0
"7655","text7655",0,0,0,0
"7656","text7656",1,1,0,0
"7657","text7657",0,1,0,0
"7658","text7658",0,1,0,0
"7659","text7659",0,1,0,0
"7660","text7660",0,0,0,0
"7661","text7661",0,1,0,0
"7662","text7662",0,1,0,0
"7663","text7663",0,0,0,0
"7664","text7664",0,0,0,0
"7665","text7665",0,1,0,0
"7666","text7666",0,1,0,0
"7667","text7667",0,1,0,0
"7668","text7668",0,0,0,0
"7669","text7669",0,1,0,0
"7670","text7670",0,0,0,0
"7671","text7671",0,0,0,0
"7672","text7672",1,0,0,0
"7673","text7673",0,0,0,0
"7674","text7674",0,1,0,0
"7675","text7675",0,0,0,0
"7676","text7676",0,0,0,0
"7677","text7677",1,0,0,0
"7678","text7678",0,0,0,0
"7679","text7679",0,0,0,0
"7680","text7680",0,1,0,0
"7681","text7681",0,1,0,0
"7682","text7682",1,1,0,0
"7683","text7683",0,0,0,0
"7684","text7684",1,0,0,0
"7685","text7685",0,0,0,0
